id,amount,rent,label,image,deed_type,scoring,last_score_update
61,3000,332,Investissez en Toute Sérénité : Profitez de la Sécurité et de la Rentabilité de l'Investissement Participatif Immobilier !,image125.jpg,PARTICIPATIVE,1,2023-09-4
62,7700,1076,Participez à notre Aventure Immobilière : Rendement Élevé avec l'Investissement Participatif !,image187.jpg,APARTMENT,4,2023-09-21
63,9000,1125,Rentabilité Assurée : Investissement Collectif dans des Propriétés Haut de Gamme !,image219.jpg,APARTMENT,4,2023-09-6
64,6900,720,Devenez Copropriétaire d'un Bijou Immobilier : Investissement Participatif Exceptionnel !,image48.jpg,APARTMENT,4,2023-09-17
65,9900,1478,Faites Croître votre Portefeuille : Investissement Participatif dans des Biens Immobiliers à Fort Potentiel !,image33.jpg,APARTMENT,4,2023-09-4
66,4900,508,Participez à notre Aventure Immobilière : Rendement Élevé avec l'Investissement Participatif !,image123.jpg,PARTICIPATIVE,1,2023-09-13
67,4400,608,Investissez en Toute Sérénité : Profitez de la Sécurité et de la Rentabilité de l'Investissement Participatif Immobilier !,image80.jpg,PARTICIPATIVE,1,2023-09-13
68,8400,1035,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image119.jpg,APARTMENT,4,2023-09-14
69,8400,1256,Devenez Acteur de l'Immobilier : Investissement Participatif Rentable et Éthique !,image29.jpg,APARTMENT,4,2023-09-29
70,7300,733,Rentabilité Assurée : Investissement Collectif dans des Propriétés Haut de Gamme !,image135.jpg,PARTICIPATIVE,1,2023-09-6
71,8400,959,Investissez en Toute Sérénité : Profitez de la Sécurité et de la Rentabilité de l'Investissement Participatif Immobilier !,image35.jpg,APARTMENT,4,2023-09-15
72,9400,1251,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image199.jpg,PARTICIPATIVE,1,2023-09-29
73,9700,1164,Faites Croître votre Portefeuille : Investissement Participatif dans des Biens Immobiliers à Fort Potentiel !,image163.jpg,PARTICIPATIVE,1,2023-09-1
74,5300,684,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image53.jpg,APARTMENT,4,2023-09-7
75,9600,1193,Rentabilité Assurée : Investissement Collectif dans des Propriétés Haut de Gamme !,image188.jpg,PARTICIPATIVE,1,2023-09-4
76,2900,394,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image39.jpg,PARTICIPATIVE,1,2023-09-16
77,3000,363,Participez à notre Aventure Immobilière : Rendement Élevé avec l'Investissement Participatif !,image168.jpg,APARTMENT,4,2023-09-24
78,3800,402,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image144.jpg,PARTICIPATIVE,1,2023-09-18
79,4700,672,Investissement Immobilier Ouvert à Tous : Réalisez vos Projets avec notre Plateforme Participative !,image230.jpg,APARTMENT,4,2023-09-8
80,6000,768,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image193.jpg,PARTICIPATIVE,1,2023-09-26
81,9600,1097,Joignez-vous à notre Communauté d'Investisseurs : Investissement Participatif dans des Quartiers en Pleine Expansion !,image32.jpg,APARTMENT,4,2023-09-19
82,4600,655,Devenez Copropriétaire d'un Bijou Immobilier : Investissement Participatif Exceptionnel !,image48.jpg,APARTMENT,4,2023-09-14
83,8000,975,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image40.jpg,APARTMENT,4,2023-09-13
84,4400,579,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image124.jpg,APARTMENT,4,2023-09-15
85,5000,503,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image13.jpg,APARTMENT,4,2023-09-3
86,8000,907,Devenez Copropriétaire d'un Bijou Immobilier : Investissement Participatif Exceptionnel !,image4.jpg,APARTMENT,4,2023-09-23
87,5100,732,Joignez-vous à notre Communauté d'Investisseurs : Investissement Participatif dans des Quartiers en Pleine Expansion !,image124.jpg,PARTICIPATIVE,1,2023-09-24
88,4700,632,Investissement Immobilier Ouvert à Tous : Réalisez vos Projets avec notre Plateforme Participative !,image27.jpg,PARTICIPATIVE,1,2023-09-10
89,6900,897,Rentabilité Assurée : Investissement Collectif dans des Propriétés Haut de Gamme !,image87.jpg,PARTICIPATIVE,1,2023-09-9
90,8100,1035,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image163.jpg,APARTMENT,4,2023-09-20
91,6600,702,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image5.jpg,APARTMENT,4,2023-09-18
92,8500,1123,Devenez Copropriétaire d'un Bijou Immobilier : Investissement Participatif Exceptionnel !,image218.jpg,APARTMENT,4,2023-09-14
93,4000,531,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image221.jpg,APARTMENT,4,2023-09-23
94,4600,494,Investissez en Toute Sérénité : Profitez de la Sécurité et de la Rentabilité de l'Investissement Participatif Immobilier !,image52.jpg,PARTICIPATIVE,1,2023-09-18
95,7900,926,Devenez Copropriétaire d'un Bijou Immobilier : Investissement Participatif Exceptionnel !,image95.jpg,APARTMENT,4,2023-09-21
96,5800,596,Joignez-vous à notre Communauté d'Investisseurs : Investissement Participatif dans des Quartiers en Pleine Expansion !,image216.jpg,APARTMENT,4,2023-09-6
97,3200,410,Investissement Immobilier Ouvert à Tous : Réalisez vos Projets avec notre Plateforme Participative !,image164.jpg,PARTICIPATIVE,1,2023-09-17
98,2100,298,Investissement Immobilier Ouvert à Tous : Réalisez vos Projets avec notre Plateforme Participative !,image55.jpg,PARTICIPATIVE,1,2023-09-22
99,1500,154,Investissement Immobilier Ouvert à Tous : Réalisez vos Projets avec notre Plateforme Participative !,image27.jpg,PARTICIPATIVE,1,2023-09-16
100,5500,763,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image5.jpg,PARTICIPATIVE,1,2023-09-5
101,9400,1240,Devenez Acteur de l'Immobilier : Investissement Participatif Rentable et Éthique !,image27.jpg,APARTMENT,4,2023-09-29
102,5300,728,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image203.jpg,PARTICIPATIVE,1,2023-09-14
103,5900,851,Investissez en Toute Sérénité : Profitez de la Sécurité et de la Rentabilité de l'Investissement Participatif Immobilier !,image197.jpg,APARTMENT,4,2023-09-1
104,4100,422,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image202.jpg,PARTICIPATIVE,1,2023-09-9
105,5100,760,Investissement Immobilier Ouvert à Tous : Réalisez vos Projets avec notre Plateforme Participative !,image112.jpg,APARTMENT,4,2023-09-28
106,4200,606,Devenez Copropriétaire d'un Bijou Immobilier : Investissement Participatif Exceptionnel !,image174.jpg,PARTICIPATIVE,1,2023-09-2
107,1800,195,Joignez-vous à notre Communauté d'Investisseurs : Investissement Participatif dans des Quartiers en Pleine Expansion !,image30.jpg,PARTICIPATIVE,1,2023-09-2
108,8700,1204,Investissez en Toute Sérénité : Profitez de la Sécurité et de la Rentabilité de l'Investissement Participatif Immobilier !,image29.jpg,APARTMENT,4,2023-09-15
109,6200,649,Participez à notre Aventure Immobilière : Rendement Élevé avec l'Investissement Participatif !,image111.jpg,PARTICIPATIVE,1,2023-09-29
110,8600,975,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image32.jpg,APARTMENT,4,2023-09-14
111,6800,960,Investissement Immobilier Ouvert à Tous : Réalisez vos Projets avec notre Plateforme Participative !,image186.jpg,APARTMENT,4,2023-09-16
112,8600,1000,Rentabilité Assurée : Investissement Collectif dans des Propriétés Haut de Gamme !,image171.jpg,APARTMENT,4,2023-09-5
113,5200,652,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image11.jpg,PARTICIPATIVE,1,2023-09-15
114,3900,575,Faites Croître votre Portefeuille : Investissement Participatif dans des Biens Immobiliers à Fort Potentiel !,image168.jpg,PARTICIPATIVE,1,2023-09-14
115,2700,399,Joignez-vous à notre Communauté d'Investisseurs : Investissement Participatif dans des Quartiers en Pleine Expansion !,image145.jpg,PARTICIPATIVE,1,2023-09-1
116,5200,726,Investissement Immobilier Ouvert à Tous : Réalisez vos Projets avec notre Plateforme Participative !,image12.jpg,APARTMENT,4,2023-09-26
117,7200,913,Participez à notre Aventure Immobilière : Rendement Élevé avec l'Investissement Participatif !,image16.jpg,APARTMENT,4,2023-09-21
118,6100,808,Faites Croître votre Portefeuille : Investissement Participatif dans des Biens Immobiliers à Fort Potentiel !,image7.jpg,PARTICIPATIVE,1,2023-09-24
119,5700,766,Devenez Acteur de l'Immobilier : Investissement Participatif Rentable et Éthique !,image58.jpg,APARTMENT,4,2023-09-29
120,8000,1137,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image188.jpg,APARTMENT,4,2023-09-28
121,4000,451,Devenez Copropriétaire d'un Bijou Immobilier : Investissement Participatif Exceptionnel !,image227.jpg,PARTICIPATIVE,1,2023-09-5
122,3800,468,Investissez en Toute Sérénité : Profitez de la Sécurité et de la Rentabilité de l'Investissement Participatif Immobilier !,image104.jpg,PARTICIPATIVE,1,2023-09-25
123,3100,424,Participez à notre Aventure Immobilière : Rendement Élevé avec l'Investissement Participatif !,image67.jpg,APARTMENT,4,2023-09-30
124,5600,570,Faites Croître votre Portefeuille : Investissement Participatif dans des Biens Immobiliers à Fort Potentiel !,image220.jpg,PARTICIPATIVE,1,2023-09-19
125,8900,1253,Investissez en Toute Sérénité : Profitez de la Sécurité et de la Rentabilité de l'Investissement Participatif Immobilier !,image198.jpg,APARTMENT,4,2023-09-22
126,3300,407,Devenez Copropriétaire d'un Bijou Immobilier : Investissement Participatif Exceptionnel !,image130.jpg,APARTMENT,4,2023-09-5
127,1600,161,Participez à notre Aventure Immobilière : Rendement Élevé avec l'Investissement Participatif !,image9.jpg,PARTICIPATIVE,1,2023-09-8
128,8600,1272,Rentabilité Assurée : Investissement Collectif dans des Propriétés Haut de Gamme !,image202.jpg,PARTICIPATIVE,1,2023-09-25
129,7500,956,Investissement Immobilier Ouvert à Tous : Réalisez vos Projets avec notre Plateforme Participative !,image72.jpg,PARTICIPATIVE,1,2023-09-7
130,3400,387,Participez à notre Aventure Immobilière : Rendement Élevé avec l'Investissement Participatif !,image113.jpg,APARTMENT,4,2023-09-10
131,1700,244,Faites Croître votre Portefeuille : Investissement Participatif dans des Biens Immobiliers à Fort Potentiel !,image156.jpg,PARTICIPATIVE,1,2023-09-24
132,4400,471,Joignez-vous à notre Communauté d'Investisseurs : Investissement Participatif dans des Quartiers en Pleine Expansion !,image198.jpg,PARTICIPATIVE,1,2023-09-3
133,9400,1001,Joignez-vous à notre Communauté d'Investisseurs : Investissement Participatif dans des Quartiers en Pleine Expansion !,image5.jpg,APARTMENT,4,2023-09-7
134,9100,1022,Faites Croître votre Portefeuille : Investissement Participatif dans des Biens Immobiliers à Fort Potentiel !,image164.jpg,APARTMENT,4,2023-09-20
135,5700,631,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image190.jpg,PARTICIPATIVE,1,2023-09-27
136,9800,1344,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image161.jpg,APARTMENT,4,2023-09-16
137,7300,909,Faites Croître votre Portefeuille : Investissement Participatif dans des Biens Immobiliers à Fort Potentiel !,image87.jpg,PARTICIPATIVE,1,2023-09-16
138,9400,1241,Investissement Immobilier Ouvert à Tous : Réalisez vos Projets avec notre Plateforme Participative !,image174.jpg,PARTICIPATIVE,1,2023-09-5
139,7900,952,Participez à notre Aventure Immobilière : Rendement Élevé avec l'Investissement Participatif !,image95.jpg,APARTMENT,4,2023-09-22
140,3700,386,Investissez en Toute Sérénité : Profitez de la Sécurité et de la Rentabilité de l'Investissement Participatif Immobilier !,image65.jpg,PARTICIPATIVE,1,2023-09-21
141,7900,976,Faites Croître votre Portefeuille : Investissement Participatif dans des Biens Immobiliers à Fort Potentiel !,image6.jpg,APARTMENT,4,2023-09-13
142,8200,846,Rentabilité Assurée : Investissement Collectif dans des Propriétés Haut de Gamme !,image89.jpg,APARTMENT,4,2023-09-30
143,8800,906,Investissez en Toute Sérénité : Profitez de la Sécurité et de la Rentabilité de l'Investissement Participatif Immobilier !,image7.jpg,PARTICIPATIVE,1,2023-09-4
144,9800,984,Participez à notre Aventure Immobilière : Rendement Élevé avec l'Investissement Participatif !,image120.jpg,APARTMENT,4,2023-09-24
145,3600,369,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image198.jpg,APARTMENT,4,2023-09-4
146,6400,797,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image211.jpg,PARTICIPATIVE,1,2023-09-28
147,5100,716,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image59.jpg,PARTICIPATIVE,1,2023-09-3
148,8200,1173,Joignez-vous à notre Communauté d'Investisseurs : Investissement Participatif dans des Quartiers en Pleine Expansion !,image42.jpg,PARTICIPATIVE,1,2023-09-28
149,8200,911,Rentabilité Assurée : Investissement Collectif dans des Propriétés Haut de Gamme !,image189.jpg,APARTMENT,4,2023-09-27
150,7500,933,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image63.jpg,PARTICIPATIVE,1,2023-09-12
151,9100,1053,Investissez en Toute Sérénité : Profitez de la Sécurité et de la Rentabilité de l'Investissement Participatif Immobilier !,image55.jpg,PARTICIPATIVE,1,2023-09-25
152,4600,555,Devenez Acteur de l'Immobilier : Investissement Participatif Rentable et Éthique !,image218.jpg,PARTICIPATIVE,1,2023-09-29
153,7200,795,Joignez-vous à notre Communauté d'Investisseurs : Investissement Participatif dans des Quartiers en Pleine Expansion !,image80.jpg,APARTMENT,4,2023-09-18
154,9300,946,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image11.jpg,PARTICIPATIVE,1,2023-09-28
155,7300,972,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image130.jpg,APARTMENT,4,2023-09-28
156,7500,854,Investissez en Toute Sérénité : Profitez de la Sécurité et de la Rentabilité de l'Investissement Participatif Immobilier !,image194.jpg,PARTICIPATIVE,1,2023-09-21
157,5900,818,Joignez-vous à notre Communauté d'Investisseurs : Investissement Participatif dans des Quartiers en Pleine Expansion !,image228.jpg,APARTMENT,4,2023-09-13
158,4600,610,Participez à notre Aventure Immobilière : Rendement Élevé avec l'Investissement Participatif !,image111.jpg,APARTMENT,4,2023-09-25
159,3000,336,Investissement Immobilier Ouvert à Tous : Réalisez vos Projets avec notre Plateforme Participative !,image178.jpg,PARTICIPATIVE,1,2023-09-16
160,5300,638,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image26.jpg,PARTICIPATIVE,1,2023-09-26
161,4500,551,Devenez Copropriétaire d'un Bijou Immobilier : Investissement Participatif Exceptionnel !,image48.jpg,PARTICIPATIVE,1,2023-09-16
162,5400,642,Joignez-vous à notre Communauté d'Investisseurs : Investissement Participatif dans des Quartiers en Pleine Expansion !,image62.jpg,PARTICIPATIVE,1,2023-09-26
163,6100,892,Rentabilité Assurée : Investissement Collectif dans des Propriétés Haut de Gamme !,image114.jpg,PARTICIPATIVE,1,2023-09-29
164,4800,501,Joignez-vous à notre Communauté d'Investisseurs : Investissement Participatif dans des Quartiers en Pleine Expansion !,image115.jpg,PARTICIPATIVE,1,2023-09-2
165,2100,216,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image37.jpg,PARTICIPATIVE,1,2023-09-13
166,7700,1021,Rentabilité Assurée : Investissement Collectif dans des Propriétés Haut de Gamme !,image156.jpg,PARTICIPATIVE,1,2023-09-10
167,4200,466,Investissez en Toute Sérénité : Profitez de la Sécurité et de la Rentabilité de l'Investissement Participatif Immobilier !,image100.jpg,PARTICIPATIVE,1,2023-09-28
168,6600,825,Participez à notre Aventure Immobilière : Rendement Élevé avec l'Investissement Participatif !,image62.jpg,APARTMENT,4,2023-09-29
169,2400,343,Devenez Acteur de l'Immobilier : Investissement Participatif Rentable et Éthique !,image136.jpg,PARTICIPATIVE,1,2023-09-16
170,9700,1348,Faites Croître votre Portefeuille : Investissement Participatif dans des Biens Immobiliers à Fort Potentiel !,image154.jpg,PARTICIPATIVE,1,2023-09-20
171,4000,578,Rentabilité Assurée : Investissement Collectif dans des Propriétés Haut de Gamme !,image29.jpg,PARTICIPATIVE,1,2023-09-14
172,7800,798,Devenez Copropriétaire d'un Bijou Immobilier : Investissement Participatif Exceptionnel !,image189.jpg,PARTICIPATIVE,1,2023-09-1
173,6700,844,Devenez Acteur de l'Immobilier : Investissement Participatif Rentable et Éthique !,image88.jpg,PARTICIPATIVE,1,2023-09-21
174,8900,920,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image111.jpg,PARTICIPATIVE,1,2023-09-10
175,5100,709,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image175.jpg,PARTICIPATIVE,1,2023-09-20
176,5900,819,Rentabilité Assurée : Investissement Collectif dans des Propriétés Haut de Gamme !,image119.jpg,APARTMENT,4,2023-09-15
177,9700,1196,Investissement Immobilier Ouvert à Tous : Réalisez vos Projets avec notre Plateforme Participative !,image63.jpg,APARTMENT,4,2023-09-19
178,6100,692,Devenez Acteur de l'Immobilier : Investissement Participatif Rentable et Éthique !,image157.jpg,PARTICIPATIVE,1,2023-09-6
179,6000,871,Faites Croître votre Portefeuille : Investissement Participatif dans des Biens Immobiliers à Fort Potentiel !,image213.jpg,PARTICIPATIVE,1,2023-09-19
180,8500,1233,Investissez en Toute Sérénité : Profitez de la Sécurité et de la Rentabilité de l'Investissement Participatif Immobilier !,image212.jpg,PARTICIPATIVE,1,2023-09-5
181,9700,1288,Saisissez l'Opportunité d'Investissement Collectif : Rejoignez notre Projet Immobilier Prometteur !,image14.jpg,APARTMENT,4,2023-09-16
182,4600,494,Multipliez vos Chances de Succès : Investissement Collectif dans un Portefeuille Immobilier Diversifié !,image62.jpg,APARTMENT,4,2023-09-10
